1,2,3,4,5,6,7
-1.51387,1.044546,0.070922,-0.55631,-0.64815,1.187040329,1.71711731
-1.09883,-0.99403,-0.0715,-1.85839,-0.64815,1.211454391,1.015213013
-2.53926,0.959097,-0.21391,-1.08527,-0.37349,-0.424287796,1.686599731
-0.39082,0.898062,-0.19357,-0.43424,-0.15987,-0.570772171,1.686599731
-2.41719,0.995718,-0.19357,-0.35285,-0.31246,-0.375459671,0.069168091
0.463672,0.702749,-0.11218,-0.47492,0.114791,0.698759079,-0.907394409
1.41582,2.607046,0.03023,-0.31217,0.328414,0.625516891,0.465896606
1.513476,0.214468,0.620238,0.013359,-0.58711,0.723173141,0.465896606
0.268359,-2.30018,1.311969,0.257499,-1.59419,1.455595016,-0.57170105
0.658984,-0.87196,0.579547,0.135429,-1.04488,0.479032516,-0.632736206
-1.00117,0.73937,0.579547,-0.59699,-0.77022,-1.229951859,-0.480148315
-0.61055,-0.61561,0.660926,-0.88183,-0.86177,-0.668428421,-1.517745972
0.683398,1.459585,0.274371,-0.63769,-0.77022,0.527860641,-1.334640503
-1.34297,0.873648,0.599891,-0.63769,-0.67867,1.064970016,-0.266525269
-1.63594,-0.28602,-0.0715,-0.27148,-0.00728,1.357938766,1.106765747
-0.17109,-1.34803,-1.00736,0.66439,0.481002,2.212430954,1.045730591
2.075,-1.995,-0.51909,1.681648,0.145308,1.797391891,0.008132935
0.854297,1.264273,0.131957,1.885093,0.328414,0.283720016,-0.174972534
1.342578,-0.54237,0.518512,0.786461,0.419966,1.260282516,-0.266525269
-0.14668,0.934683,0.762652,-0.71906,0.114791,1.357938766,0.221755981
-0.0002,0.214468,0.701617,-0.92252,-0.09883,3.872587204,0.618484497
-0.26875,-0.89637,0.050574,-1.24804,-0.67867,2.383329391,0.862625122
-1.80684,-0.83534,-0.39702,-0.63769,-0.40401,1.333524704,0.526931763
-1.46504,0.055777,0.172645,1.193367,-0.67867,0.552274704,1.106765747
-1.44063,-2.39784,0.376098,1.681648,-0.0378,-0.302217484,0.313308716
0.073047,0.6173,0.213336,1.071296,0.664107,0.137235641,0.374343872
0.536914,-1.09168,0.213336,1.152672,0.969283,-2.304170609,0.008132935
-0.51289,0.82482,0.335406,0.583015,1.610152,-3.793428421,0.557449341
0.341601,0.348745,0.294715,0.37957,1.274459,-2.206514359,-0.0834198
1.391406,-1.62879,0.47782,0.908531,0.206343,-0.155733109,-0.297042847
1.391406,-2.1659,0.579547,0.176109,-0.28194,-0.375457764,0.587966919
1.733203,0.385366,0.35575,0.054039,1.152388,-2.011199951,0.40486145
1.855273,0.861441,0.416785,0.786461,1.518599,-1.474090576,0.496414185
-0.46406,-2.14149,0.396441,2.169929,1.64067,-1.913543701,0.801589966
-0.24434,1.007925,0.742309,1.396812,1.945845,-3.695770264,0.801589966
1.318164,1.337515,1.006793,0.705085,2.067916,-1.107879639,0.099685669
-1.58711,-0.00526,0.905066,-0.14941,2.00688,-3.158660889,1.656082153
-0.83027,-0.61561,0.315062,0.460945,2.098433,-3.036590576,0.618484497
-1.17207,0.849234,-0.01046,0.298179,2.037398,-2.914520264,-0.602218628
-0.04902,-1.38465,-0.15288,0.338875,2.067916,-3.158660889,0.160720825
-2.24629,-3.16688,0.070922,0.42025,2.708785,-2.523895264,1.045730591
-1.75801,-0.71327,0.35575,0.66439,2.373091,0.381378174,0.40486145
-1.24531,-1.51893,0.35575,0.583015,1.64067,-0.424285889,-0.0834198
-0.65938,-0.61561,0.742309,0.298179,0.9998,-2.401824951,-0.266525269
-0.36641,-0.11512,0.538855,0.827156,0.542037,-3.769012451,-1.975509644
-0.34199,0.605093,0.03023,1.152672,0.389449,-3.402801514,-1.426193237
0.146289,0.727163,-0.17322,0.54232,0.511519,-1.181121826,0.221755981
-0.04902,0.531851,-0.55978,-0.10871,0.664107,1.797393799,0.771072388
0.829882,-0.87196,-0.80391,0.176109,0.297896,0.430206299,0.771072388
-0.36641,-2.10487,-0.49874,1.111992,0.145308,-0.424285889,-0.785324097
1.147265,-0.45692,0.416785,0.66439,-0.19039,0.308135986,-0.846359253
-0.43965,-0.05409,0.47782,0.298179,-0.49556,-1.400848389,-0.968429565
0.732226,-0.84754,0.050574,1.559578,-1.10591,-1.010223389,-0.022384644
-0.19551,-0.83534,0.03023,2.251304,-0.12935,0.527862549,0.526931763
1.220507,0.470816,0.335406,1.518882,0.145308,-2.352996826,0.984695435
-0.0002,-0.67665,0.070922,0.460945,0.175826,-2.914520264,0.496414185
0.488086,1.203238,0.35575,0.37957,-0.25142,-1.547332764,0.069168091
-1.17207,-1.51893,0.335406,0.949226,-0.7397,-1.840301514,-0.174972534
0.781054,0.214468,0.091266,0.37957,-0.19039,-3.353973389,-0.480148315
-0.36641,0.873648,0.172645,-0.59699,0.328414,-2.719207764,-0.480148315
-2.49043,0.812613,0.294715,-0.63769,0.175826,-3.476043701,-1.151535034
-1.19648,1.789175,0.335406,-0.14941,-0.06831,-3.988739014,-0.907394409
1.952929,1.020132,0.35575,0.176109,0.603072,-1.767059326,0.710037231
1.41582,0.373159,0.457477,1.274742,0.328414,-1.376434326,0.771072388
1.244922,1.838003,0.905066,1.722343,0.267379,-2.963348389,0.130203247
-1.34297,2.204214,0.599891,1.396812,-0.34297,-1.669403076,0.069168091
0.439257,0.678335,-0.33598,1.478203,-1.2585,-3.012176514,-0.388595581
-0.17109,-0.40809,0.681273,0.176109,-1.07539,-4.672332764,-1.70085144
-0.41523,-0.88416,0.823687,-0.43424,-0.83125,-2.230926514,0.221755981
0.366015,-0.39588,0.23368,0.460945,0.206343,-0.692840576,1.411941528
1.879687,-0.53016,0.35575,-0.10871,0.87773,-0.253387451,0.649002075
0.927539,-0.5912,0.152301,-0.02734,0.450484,-0.473114014,-0.174972534
-0.17109,-0.55457,0.070922,0.827156,0.542037,-2.255340576,0.679519653
0.561328,0.800406,0.681273,1.111992,1.304976,-1.718231201,0.710037231
-0.43965,0.006948,0.111609,0.908531,1.274459,-3.036590576,0.069168091
0.63457,-0.49354,-0.0715,-0.02734,1.213423,-3.061004639,0.191238403
-1.80684,0.983511,0.681273,-0.23078,1.488082,-0.546356201,1.015213013
1.830859,0.873648,-0.0308,0.176109,1.579634,-0.448699951,1.259353638
1.879687,0.312124,-0.09184,-0.1901,1.335494,-0.741668701,0.435379028
0.903125,-0.15174,0.416785,-0.14941,0.603072,-0.106903076,-0.266525269
0.024218,-2.48329,0.518512,0.054039,1.518599,-1.107879639,0.526931763
1.147265,-0.53016,0.47782,0.176109,1.945845,-4.769989014,0.74055481
0.976367,-1.20155,0.131957,1.030601,1.213423,-3.939910889,-0.113937378
1.879687,1.435171,0.844031,1.071296,0.969283,-1.498504639,0.008132935
1.196093,0.556265,0.498168,1.193367,1.152388,-2.890106201,1.808670044
0.292773,-2.20252,0.294715,0.949226,1.671187,-0.180145264,0.801589966
-1.61152,0.751577,0.579547,0.54232,2.525679,0.552276611,0.74055481
-0.17109,2.045523,0.844031,0.135429,1.427047,-3.061004639,0.40486145
0.463672,-0.99403,0.884723,0.745781,0.603072,-2.645965576,0.099685669
0.390429,0.055777,0.457477,1.111992,-0.06831,-0.424285889,-0.0834198
0.243945,-0.18836,-0.23425,0.37957,0.267379,-1.034637451,-0.022384644
-0.65938,0.092398,-0.29529,0.867851,0.816695,-0.180145264,-0.0834198
2.270312,2.106558,-0.68185,0.949226,0.75566,0.308135986,0.587966919
-2.83223,0.446402,-0.45805,-0.39355,1.091353,-0.375459671,-0.510665894
-0.24434,1.264273,-0.13253,-0.10871,0.389449,0.503448486,-0.693771362
0.219531,-0.38368,-0.21391,0.583015,0.145308,-0.058074951,0.130203247
1.342578,-0.22499,-0.17322,-0.06803,0.145308,-1.181121826,-0.205490112
0.707812,1.129995,0.131957,-0.71906,0.297896,-2.597137451,-0.449630737
0.024218,-1.9828,-0.19357,-0.75976,0.450484,-2.182098389,-1.517745972
0.414843,0.714956,-0.19357,0.054039,0.969283,-1.693817139,-0.632736206
-1.80684,1.361929,0.213336,0.54232,0.603072,1.724151611,-0.113937378
2.343554,3.29064,-0.17322,0.216804,0.694625,0.405790329,-0.968429565
0.63457,0.385366,0.23368,0.705085,1.396529,-0.180145264,0.25227356
1.586718,0.190054,0.437133,1.152672,2.220504,-2.035614014,0.465896606
1.806445,0.6173,-0.19357,-0.23078,0.75566,-3.500457764,-0.113937378
0.292773,2.997671,-0.21391,-0.1901,0.542037,-2.572725296,-1.21257019
-1.19648,0.409781,-0.45805,-0.06803,0.023238,-0.424285889,-0.693771362
1.366992,-1.40907,0.131957,0.298179,-0.25142,0.039581299,-0.449630737
2.148242,-1.20155,0.192992,0.135429,-0.40401,-1.400848389,-0.113937378
-0.48848,-0.76209,-0.0715,0.583015,-0.52608,-0.326629639,-0.113937378
3.051562,-0.00526,-0.2546,-0.27148,-0.61763,-0.961395264,-1.029464722
-1.48945,-0.27381,0.376098,-0.23078,-0.37349,-0.302217484,-1.029464722
-0.53731,0.299917,0.376098,-0.06803,0.175826,-0.692840576,-2.158615112
-0.73262,2.338491,0.070922,0.37957,-0.09883,-0.888154984,-2.341720581
0.268359,1.422964,0.213336,0.094734,0.450484,-0.766084671,-1.182052612
-1.5627,0.055777,0.518512,-0.63769,0.786177,-0.595186234,-1.975509644
0.414843,-1.15272,0.579547,-0.67838,0.206343,0.820829391,-2.341720581
1.41582,0.995718,0.47782,-0.51562,0.145308,2.554229736,-3.226730347
0.488086,1.410757,0.091266,-0.55631,1.060836,1.382352829,-3.684494019
0.75664,-0.39588,-0.13253,-0.71906,1.88481,-1.083467484,-3.65397644
0.048632,0.409781,-0.6615,0.013359,1.88481,-0.961397171,-2.585861206
-0.41523,-1.4701,-0.33598,-0.02734,2.037398,-0.546358109,-2.158615112
-2.39277,-1.56776,-0.35632,0.989921,2.525679,-1.767061234,-1.639816284
1.391406,1.06896,-0.45805,1.071296,2.983443,-3.012178421,-1.0599823
0.488086,0.129019,-0.82426,0.583015,1.945845,-1.742647171,-2.067062378
0.732226,1.056753,-0.55978,-0.02734,0.938765,0.552274704,-3.043624878
-0.31758,0.544058,-0.47839,-0.02734,0.236861,-0.619600296,-3.470870972
-1.26973,-1.287,-0.51909,0.583015,0.786177,0.723173141,-2.982589722
1.513476,0.531851,-0.31564,-0.02734,0.969283,2.871610641,-3.0131073
-2.31953,-0.90858,-0.09184,-1.28873,1.121871,2.212430954,-3.531906128
-0.73262,0.031363,0.376098,-0.27148,0.358931,3.140165329,-2.402755737
1.220507,-2.51991,0.091266,0.135429,0.297896,0.820829391,-1.853439331
2.563281,0.580679,-0.13253,0.298179,0.175826,0.161649704,-1.578781128
1.098437,-0.67665,-0.51909,0.338875,0.633589,0.283720016,-1.883956909
1.244922,-0.76209,-0.60046,1.193367,1.213423,0.845243454,-1.731369019
-0.63496,-1.17713,-0.19357,0.62371,0.816695,1.480009079,-1.792404175
-0.85469,-0.76209,-0.15288,0.257499,0.267379,2.358915329,-2.006027222
-1.05,0.702749,0.192992,-0.06803,-0.31246,1.895048141,-2.18913269
1.708789,1.178823,-0.09184,-0.06803,0.145308,-3.353975296,-3.592941284
1.29375,1.923452,-0.19357,-1.12597,-0.34297,0.112821579,-2.921554565
3.344531,-0.21278,0.803344,-0.92252,-1.07539,-0.668428421,-1.731369019
-0.17109,1.215445,0.986449,-0.10871,-1.04488,-1.254365921,-1.182052612
0.683398,-0.18836,0.884723,-0.47492,-0.5566,2.529813766,-2.0365448
0.610156,0.812613,0.376098,-0.1901,-0.83125,1.748563766,-3.776046753
-0.09785,0.006948,0.131957,0.054039,-0.46504,-0.131319046,-3.196212769
-0.92793,-2.26356,0.050574,0.66439,0.450484,-1.400850296,-1.090499878
0.463672,-0.18836,0.721961,0.786461,0.389449,1.187040329,-0.113937378
-0.53731,1.984488,0.315062,-0.84113,-0.7397,1.040555954,-1.70085144
0.268359,0.507437,-0.45805,-1.89909,-0.58711,2.920438766,-2.250167847
-2.14863,0.324331,-0.84461,-1.73632,0.053755,1.089384079,-1.761886597
2.270312,0.727163,-0.39702,0.460945,-0.43453,3.652860641,-1.426193237
0.683398,0.605093,-0.0715,1.111992,-1.10591,3.164579391,-1.944992065
0.585742,-0.01747,0.172645,0.257499,-0.37349,0.942899704,-0.693771362
1.708789,-0.93299,0.070922,0.989921,0.053755,0.063993454,-0.907394409
-1.58711,0.690542,-0.23425,0.257499,0.267379,1.455595016,-2.219650269
0.292773,0.775991,-0.6615,-0.23078,-0.00728,1.235868454,-2.341720581
0.63457,2.143179,-1.10909,-0.43424,-0.2209,-1.571748734,-2.0365448
1.684375,-1.17713,-0.60046,-0.31217,-0.5566,-0.521944046,-1.487228394
0.121875,-0.20057,-0.94633,-0.27148,0.114791,-1.156709671,-1.365158081
-1.34297,0.446402,-1.19047,-0.1901,0.297896,-3.329561234,-2.982589722
1.757617,-0.21278,-1.57703,0.54232,-0.2209,-0.058076859,-3.0131073
-0.19551,1.776968,-1.45496,0.460945,0.511519,1.699735641,-2.52482605
-1.19648,0.421988,-0.96668,0.298179,0.328414,-0.253389359,-2.0365448
-1.78242,0.922476,-1.0684,-0.10871,-0.70918,-0.619600296,-0.327560425
0.854297,0.434195,-0.80391,-0.55631,-0.5566,1.040555954,-0.144454956
-0.53731,-1.25038,-0.49874,-0.80045,-0.06831,-1.156709671,-1.426193237
1.830859,0.775991,-0.49874,-0.31217,0.786177,-1.303194046,-0.57170105
-1.48945,1.313101,-0.70219,-0.31217,0.389449,-2.255340576,-0.72428894
-1.19648,-0.96961,-1.59737,-0.84113,0.542037,-3.427217484,-0.937911987
-0.26875,-0.00526,-1.41427,-0.35285,-0.12935,-5.136201859,-1.0599823
0.488086,-0.54237,-1.76013,-0.67838,-0.09883,-1.498506546,-1.578781128
-0.90352,0.141226,-1.96358,-0.88183,0.297896,2.456571579,-1.578781128
0.658984,0.263296,-1.27185,0.135429,0.481002,3.433134079,-0.998947144
-0.41523,-0.9452,-0.98702,1.193367,0.633589,2.651884079,-0.510665894
0.658984,1.593863,-0.60046,0.054039,0.511519,3.262235641,-1.182052612
1.000781,0.470816,-1.17013,-1.20734,0.358931,-1.034639359,-1.883956909
-0.34199,-0.95741,-1.2515,-0.39355,-0.19039,-2.279756546,-1.70085144
0.219531,-0.57899,-1.80082,-0.31217,-0.46504,-3.744600296,-1.54826355
1.635547,2.1798,-2.30945,-0.71906,-0.0378,-4.354951859,-1.639816284
2.050586,1.545034,-1.96358,-0.10871,0.481002,-0.790498734,-2.158615112
1.171679,-0.92079,-1.53634,-0.02734,0.603072,0.210477829,-1.21257019
-0.53731,1.923452,-1.17013,-0.1901,0.206343,0.772001266,-0.419113159
-1.75801,-1.67762,-1.65841,0.257499,-0.46504,2.090362549,-1.121017456
1.806445,0.763784,-1.57703,0.257499,-0.80074,1.138212204,-1.822921753
-0.80586,0.263296,-1.76013,-0.71906,-0.7397,-2.548311234,-1.731369019
0.268359,-1.77528,-1.41427,-0.23078,-0.64815,-2.377412796,-1.395675659
-1.02559,-1.01844,-1.14978,0.054039,-0.28194,0.430204391,-0.602218628
0.561328,1.960073,-1.55668,0.66439,-0.15987,-2.133272171,-0.144454956
0.781054,-0.79872,-1.04805,0.745781,-0.12935,-1.864717484,-1.273605347
2.490039,0.592886,-0.94633,0.705085,-0.52608,-0.375459671,-1.395675659
-0.80586,-0.20057,-1.23116,0.135429,-0.83125,0.894071579,-0.022384644
-0.68379,1.020132,-1.41427,0.054039,-1.7773,0.234891891,-0.388595581
-0.65938,0.324331,-1.33289,0.298179,-2.90645,0.625516891,0.191238403
-0.0002,-1.56776,-0.82426,0.583015,-2.4792,2.529813766,0.526931763
0.561328,-2.70301,-0.43771,0.094734,-1.41109,0.454618454,1.106765747
1.904101,-0.5912,-0.6615,-0.14941,-1.22798,-0.692842484,-0.022384644
0.292773,-2.1537,-1.04805,-0.71906,-1.31954,-1.181123734,-0.297042847
-0.7082,0.775991,-1.2515,-1.49218,-1.2585,-3.134248734,-0.297042847
2.538867,0.995718,-0.86495,-1.28873,-1.65523,-2.450654984,-0.113937378
1.342578,-1.82411,-0.90564,-0.92252,-1.28902,-1.034639359,-0.174972534
-0.97676,1.899038,-0.98702,-1.0039,-1.80782,-1.864717484,-1.0599823
0.536914,0.605093,-1.00736,-1.28873,-1.01436,-1.644989014,-1.670333862
1.440234,-0.57899,-1.59737,-0.35285,0.145308,-0.936983109,0.771072388
0.732226,-2.38563,-1.61771,-1.20734,0.389449,-0.228975296,0.374343872
2.099414,-3.09364,-0.74288,-1.85839,-0.52608,-0.497529984,0.710037231
0.829882,-1.54334,-0.23425,-0.84113,-0.92281,0.869657516,1.015213013
1.29375,0.019156,-0.80391,0.62371,-0.77022,-0.863740921,0.099685669
-1.41621,-0.51795,-1.6991,0.216804,-0.67867,-3.085418701,-0.266525269
1.318164,-1.04286,-1.92289,-0.02734,-0.34297,-0.399873734,-0.907394409
1.53789,0.238882,-0.94633,-0.14941,-0.15987,-0.766084671,-1.029464722
2.221484,-1.16493,0.518512,-0.63769,-0.19039,-1.791475296,-0.419113159
2.172656,-1.01844,0.416785,-0.27148,-0.7397,1.284696579,-1.0599823
1.269336,-1.70204,-0.74288,0.50164,-0.19039,2.407743454,-0.358078003
-0.34199,-0.04188,-1.41427,-0.1901,0.75566,0.039579391,0.038650513
0.683398,-0.5912,-1.6991,-0.51562,0.358931,1.162626266,-1.639816284
0.561328,2.167593,-0.96668,0.013359,-0.58711,-0.497529984,-0.754806519
2.465625,-0.13954,-0.88529,0.176109,-0.77022,-1.425264359,0.526931763
